model-1592346426,1592346764.737,0.76,0.18,0.67,0.2163
model-1592346426,1592346766.028,0.63,0.2156,0.7,0.1892
model-1592346426,1592346767.307,0.64,0.2174,0.64,0.2247
model-1592346426,1592346768.666,0.61,0.2268,0.65,0.2178
model-1592346426,1592346770.177,0.61,0.2328,0.64,0.2142
model-1592346426,1592346771.955,0.66,0.2096,0.74,0.1816
model-1592346426,1592346773.41,0.74,0.1982,0.59,0.2665
model-1592346426,1592346774.727,0.64,0.2081,0.69,0.2174
model-1592346426,1592346776.075,0.64,0.2067,0.61,0.2194
model-1592346426,1592346777.599,0.71,0.2051,0.69,0.1978
model-1592346426,1592346779.039,0.63,0.2283,0.67,0.2034
model-1592346426,1592346780.324,0.58,0.2467,0.62,0.2137
model-1592346426,1592346781.672,0.77,0.1753,0.68,0.19
model-1592346426,1592346782.997,0.62,0.2287,0.74,0.202
model-1592346426,1592346784.322,0.71,0.194,0.67,0.2001
model-1592346426,1592346785.618,0.71,0.1767,0.67,0.218
model-1592346426,1592346787.035,0.72,0.1933,0.65,0.2217
model-1592346426,1592346788.713,0.8,0.1813,0.68,0.2011
model-1592346426,1592346790.067,0.71,0.2016,0.67,0.2004
model-1592346426,1592346791.365,0.59,0.2259,0.64,0.2238
model-1592346426,1592346792.757,0.68,0.2051,0.65,0.2093
model-1592346426,1592346794.083,0.7,0.2104,0.65,0.2212
model-1592346426,1592346795.459,0.74,0.2002,0.64,0.2091
model-1592346426,1592346796.808,0.64,0.1953,0.71,0.1972
model-1592346426,1592346798.059,0.66,0.2212,0.68,0.1995
model-1592346426,1592346799.383,0.65,0.1914,0.7,0.2197
model-1592346426,1592346800.698,0.65,0.2182,0.69,0.2174
model-1592346426,1592346801.997,0.7,0.2063,0.71,0.198
model-1592346426,1592346803.548,0.71,0.1827,0.63,0.2288
model-1592346426,1592346805.06,0.65,0.2098,0.7,0.1867
model-1592346426,1592346806.43,0.67,0.2029,0.73,0.1861
model-1592346426,1592346807.733,0.71,0.1852,0.74,0.1725
model-1592346426,1592346809.114,0.68,0.2052,0.73,0.2067
model-1592346426,1592346810.458,0.78,0.1805,0.59,0.238
model-1592346426,1592346811.762,0.71,0.1924,0.7,0.2055
model-1592346426,1592346813.113,0.7,0.2025,0.66,0.2284
model-1592346426,1592346814.441,0.72,0.1946,0.7,0.1877
model-1592346426,1592346815.722,0.68,0.201,0.66,0.2113
model-1592346426,1592346817.068,0.71,0.1945,0.7,0.1804
model-1592346426,1592346818.424,0.62,0.2156,0.69,0.1993
model-1592346426,1592346820.053,0.65,0.2145,0.7,0.1795
model-1592346426,1592346821.436,0.67,0.2053,0.67,0.2135
model-1592346426,1592346822.738,0.62,0.2143,0.69,0.1934
model-1592346426,1592346824.12,0.73,0.1906,0.67,0.1939
model-1592346426,1592346825.392,0.73,0.1773,0.66,0.2206
model-1592346426,1592346826.698,0.7,0.1981,0.72,0.1787
model-1592346426,1592346828.042,0.71,0.2134,0.72,0.1885
model-1592346426,1592346829.608,0.71,0.1727,0.66,0.2058
model-1592346426,1592346831.106,0.71,0.2079,0.64,0.2155
model-1592346426,1592346832.539,0.67,0.2057,0.64,0.213
model-1592346426,1592346833.903,0.63,0.2164,0.7,0.1996
model-1592346426,1592346835.345,0.75,0.1784,0.7,0.2001
model-1592346426,1592346836.892,0.72,0.1848,0.76,0.179
model-1592346426,1592346838.208,0.67,0.2078,0.67,0.2063
model-1592346426,1592346839.535,0.59,0.2247,0.65,0.2014
model-1592346426,1592346840.89,0.68,0.1883,0.71,0.1867
model-1592346426,1592346842.229,0.75,0.1713,0.69,0.2159
model-1592346426,1592346843.578,0.66,0.196,0.64,0.2253
model-1592346426,1592346844.907,0.7,0.2016,0.67,0.2069
model-1592346426,1592346846.219,0.64,0.2236,0.7,0.1908
model-1592346426,1592346847.53,0.63,0.2166,0.77,0.162
model-1592346426,1592346848.86,0.69,0.1918,0.65,0.2182
model-1592346426,1592346850.178,0.66,0.2012,0.71,0.1979
model-1592346426,1592346851.707,0.77,0.1713,0.67,0.1918
model-1592346426,1592346853.144,0.71,0.2002,0.7,0.2047
model-1592346426,1592346854.431,0.68,0.1957,0.67,0.1971
model-1592346426,1592346855.807,0.63,0.2204,0.72,0.1717
model-1592346426,1592346857.162,0.72,0.1881,0.66,0.2238
model-1592346426,1592346858.462,0.67,0.1986,0.66,0.2348
model-1592346426,1592346859.821,0.63,0.2348,0.73,0.1926
model-1592346426,1592346861.184,0.64,0.2159,0.68,0.212
model-1592346426,1592346862.546,0.71,0.1969,0.66,0.204
model-1592346426,1592346863.896,0.74,0.1969,0.73,0.1969
model-1592346426,1592346865.237,0.66,0.211,0.6,0.222
model-1592346426,1592346866.621,0.72,0.1995,0.74,0.1963
model-1592346426,1592346868.255,0.73,0.1888,0.58,0.2407
model-1592346426,1592346869.647,0.69,0.2131,0.63,0.23
model-1592346426,1592346871.001,0.76,0.1943,0.71,0.1972
model-1592346426,1592346872.288,0.73,0.1914,0.69,0.1873
model-1592346426,1592346873.614,0.69,0.2027,0.65,0.2254
model-1592346426,1592346874.91,0.67,0.2072,0.72,0.1972
model-1592346426,1592346876.238,0.64,0.2153,0.64,0.2109
model-1592346426,1592346877.563,0.7,0.1862,0.66,0.2076
model-1592346426,1592346878.947,0.72,0.1901,0.6,0.2042
model-1592346426,1592346880.238,0.63,0.2073,0.71,0.1907
model-1592346426,1592346881.56,0.68,0.198,0.66,0.207
model-1592346426,1592346882.959,0.73,0.1843,0.67,0.2039
model-1592346426,1592346884.553,0.72,0.1822,0.72,0.1814
model-1592346426,1592346885.863,0.71,0.1842,0.72,0.1924
model-1592346426,1592346887.179,0.72,0.1796,0.74,0.1879
model-1592346426,1592346888.454,0.68,0.2168,0.73,0.1907
model-1592346426,1592346889.761,0.68,0.1989,0.69,0.2129
model-1592346426,1592346891.124,0.76,0.1844,0.69,0.1989
model-1592346426,1592346892.476,0.68,0.1894,0.65,0.2088
model-1592346426,1592346893.838,0.71,0.1818,0.73,0.1754
model-1592346426,1592346895.177,0.71,0.1743,0.72,0.181
model-1592346426,1592346896.507,0.76,0.1613,0.63,0.2059
model-1592346426,1592346897.852,0.71,0.1812,0.67,0.2203
model-1592346426,1592346899.394,0.66,0.2102,0.67,0.2273
model-1592346426,1592346901.021,0.75,0.1685,0.76,0.1499
model-1592346426,1592346902.347,0.74,0.1756,0.67,0.2207
model-1592346426,1592346903.649,0.73,0.1904,0.73,0.1772
model-1592346426,1592346904.987,0.65,0.2192,0.75,0.1789
model-1592346426,1592346906.312,0.69,0.1862,0.63,0.2304
model-1592346426,1592346907.677,0.68,0.1736,0.77,0.167
model-1592346426,1592346908.978,0.77,0.1523,0.75,0.182
model-1592346426,1592346910.277,0.74,0.1714,0.6,0.2429
model-1592346426,1592346911.581,0.68,0.2215,0.59,0.2316
model-1592346426,1592346912.919,0.73,0.2164,0.67,0.2123
model-1592346426,1592346914.22,0.67,0.1917,0.67,0.1827
model-1592346426,1592346915.767,0.75,0.1813,0.73,0.1935
model-1592346426,1592346917.293,0.71,0.1813,0.72,0.1886
model-1592346426,1592346918.64,0.74,0.1845,0.71,0.18
model-1592346426,1592346920.006,0.75,0.1662,0.69,0.2034
model-1592346426,1592346921.347,0.72,0.1932,0.71,0.181
model-1592346426,1592346922.705,0.73,0.179,0.72,0.193
model-1592346426,1592346924.171,0.68,0.2236,0.66,0.2127
model-1592346426,1592346925.541,0.7,0.2031,0.75,0.1774
model-1592346426,1592346926.88,0.77,0.1608,0.71,0.2137
model-1592346426,1592346928.179,0.74,0.1763,0.7,0.1815
model-1592346426,1592346929.521,0.73,0.1803,0.76,0.1687
model-1592346426,1592346930.97,0.79,0.1595,0.73,0.1904
model-1592346426,1592346932.544,0.73,0.1856,0.72,0.1935
model-1592346426,1592346933.873,0.74,0.1748,0.63,0.2135
model-1592346426,1592346935.256,0.63,0.2195,0.75,0.1562
model-1592346426,1592346936.608,0.61,0.2289,0.63,0.209
model-1592346426,1592346937.923,0.78,0.1811,0.65,0.2151
model-1592346426,1592346939.315,0.75,0.165,0.68,0.1932
model-1592346426,1592346940.645,0.79,0.1644,0.75,0.1761
model-1592346426,1592346941.965,0.74,0.1839,0.66,0.1966
model-1592346426,1592346943.262,0.73,0.1818,0.75,0.1813
model-1592346426,1592346944.631,0.75,0.1828,0.69,0.2202
model-1592346426,1592346946.042,0.64,0.2229,0.72,0.1599
model-1592346426,1592346947.495,0.75,0.173,0.61,0.2474
model-1592346426,1592346949.015,0.73,0.1763,0.68,0.2178
model-1592346426,1592346950.323,0.63,0.2512,0.74,0.1849
model-1592346426,1592346951.671,0.74,0.1716,0.71,0.1842
model-1592346426,1592346953.004,0.78,0.1883,0.77,0.1523
model-1592346426,1592346954.328,0.68,0.1978,0.71,0.1795
model-1592346426,1592346955.637,0.75,0.1913,0.73,0.1908
model-1592346426,1592346956.99,0.74,0.1565,0.66,0.2111
model-1592346426,1592346958.303,0.75,0.1672,0.66,0.2181
model-1592346426,1592346959.617,0.71,0.1973,0.7,0.193
model-1592346426,1592346960.952,0.72,0.1987,0.73,0.1963
model-1592346426,1592346962.283,0.66,0.2056,0.74,0.1697
model-1592346426,1592346963.84,0.65,0.1967,0.68,0.1999
model-1592346426,1592346965.292,0.66,0.2063,0.75,0.1726
model-1592346426,1592346966.56,0.64,0.2052,0.71,0.1793
model-1592346426,1592346967.894,0.78,0.1568,0.64,0.211
model-1592346426,1592346969.313,0.73,0.1801,0.73,0.1906
model-1592346426,1592346970.767,0.73,0.1977,0.75,0.1596
model-1592346426,1592346972.054,0.72,0.1876,0.68,0.1783
model-1592346426,1592346973.401,0.82,0.1572,0.73,0.165
model-1592346426,1592346974.777,0.67,0.2007,0.76,0.1857
model-1592346426,1592346976.222,0.7,0.1952,0.75,0.1856
model-1592346426,1592346978.194,0.81,0.1636,0.7,0.1895
model-1592346426,1592346980.568,0.76,0.1784,0.8,0.166
model-1592346426,1592346982.211,0.77,0.1667,0.8,0.1722
model-1592346426,1592346983.498,0.77,0.1825,0.73,0.194
model-1592346426,1592346984.803,0.69,0.1878,0.76,0.1784
model-1592346426,1592346986.149,0.7,0.2013,0.72,0.1837
model-1592346426,1592346987.444,0.83,0.1368,0.69,0.1995
model-1592346426,1592346988.762,0.78,0.158,0.73,0.1802
model-1592346426,1592346990.305,0.64,0.2103,0.71,0.1975
model-1592346426,1592346991.645,0.62,0.234,0.77,0.1713
model-1592346426,1592346992.949,0.75,0.1672,0.75,0.1862
model-1592346426,1592346994.267,0.68,0.1944,0.7,0.1806
model-1592346426,1592346995.848,0.8,0.1477,0.67,0.1802
model-1592346426,1592346997.24,0.72,0.1836,0.72,0.1806
model-1592346426,1592346998.593,0.77,0.1874,0.7,0.1973
model-1592346426,1592347000.009,0.7,0.1705,0.72,0.1901
model-1592346426,1592347001.359,0.7,0.1863,0.73,0.1949
model-1592346426,1592347002.67,0.7,0.1979,0.76,0.1686
model-1592346426,1592347003.966,0.77,0.1621,0.64,0.2298
model-1592346426,1592347005.312,0.7,0.1979,0.76,0.1556
model-1592346426,1592347006.626,0.75,0.1727,0.69,0.183
model-1592346426,1592347007.944,0.79,0.1649,0.75,0.1894
model-1592346426,1592347009.302,0.76,0.1664,0.68,0.2053
model-1592346426,1592347010.652,0.66,0.2257,0.7,0.1895
model-1592346426,1592347012.262,0.74,0.1697,0.75,0.1728
model-1592346426,1592347013.617,0.69,0.1985,0.71,0.2004
model-1592346426,1592347014.969,0.72,0.1738,0.71,0.192
model-1592346426,1592347016.318,0.72,0.1783,0.71,0.1884
model-1592346426,1592347017.682,0.73,0.189,0.73,0.1735
model-1592346426,1592347018.962,0.75,0.1779,0.72,0.1841
model-1592346426,1592347020.232,0.7,0.1886,0.74,0.181
model-1592346426,1592347021.512,0.72,0.1784,0.71,0.1812
model-1592346426,1592347022.869,0.7,0.2031,0.83,0.1523
model-1592346426,1592347024.224,0.69,0.1857,0.74,0.185
model-1592346426,1592347025.518,0.75,0.1914,0.7,0.203
model-1592346426,1592347026.893,0.8,0.1602,0.76,0.1752
model-1592346426,1592347028.522,0.73,0.1906,0.68,0.2014
model-1592346426,1592347029.823,0.69,0.193,0.8,0.1538
model-1592346426,1592347031.157,0.73,0.1773,0.7,0.178
model-1592346426,1592347032.482,0.75,0.1769,0.71,0.1915
model-1592346426,1592347033.84,0.71,0.1884,0.68,0.1942
model-1592346426,1592347035.224,0.76,0.1656,0.82,0.1424
model-1592346426,1592347036.583,0.77,0.1524,0.82,0.1391
model-1592346426,1592347037.945,0.72,0.1831,0.72,0.1814
model-1592346426,1592347039.315,0.67,0.1919,0.7,0.1968
model-1592346426,1592347040.65,0.78,0.1505,0.67,0.2002
model-1592346426,1592347042.013,0.76,0.1736,0.73,0.1837
model-1592346426,1592347043.531,0.7,0.188,0.75,0.1867
model-1592346426,1592347045.06,0.75,0.1705,0.75,0.1437
model-1592346426,1592347046.396,0.68,0.1896,0.68,0.2127
model-1592346426,1592347047.726,0.76,0.1627,0.73,0.1903
model-1592346426,1592347049.066,0.79,0.1584,0.76,0.1639
