model-1592346426,1592347050.397,0.71,0.1815,0.77,0.1737
model-1592346426,1592347051.747,0.71,0.1815,0.69,0.1991
model-1592346426,1592347053.164,0.74,0.171,0.73,0.1734
model-1592346426,1592347054.514,0.71,0.1965,0.77,0.1527
model-1592346426,1592347055.847,0.8,0.1656,0.76,0.1678
model-1592346426,1592347057.22,0.79,0.1508,0.74,0.1678
model-1592346426,1592347058.594,0.77,0.187,0.66,0.2209
model-1592346426,1592347060.186,0.69,0.2176,0.76,0.1558
model-1592346426,1592347061.628,0.72,0.1927,0.73,0.1809
model-1592346426,1592347062.487,0.71,0.1732,0.71,0.2048
model-1592346426,1592347063.939,0.68,0.2303,0.65,0.227
model-1592346426,1592347065.256,0.64,0.2311,0.61,0.2255
model-1592346426,1592347066.59,0.62,0.2406,0.73,0.1888
model-1592346426,1592347067.877,0.77,0.1619,0.69,0.1756
model-1592346426,1592347069.378,0.71,0.1664,0.72,0.1955
model-1592346426,1592347070.871,0.76,0.169,0.61,0.2221
model-1592346426,1592347072.373,0.61,0.2364,0.65,0.2268
model-1592346426,1592347073.785,0.71,0.1992,0.68,0.2162
model-1592346426,1592347075.261,0.82,0.1431,0.75,0.191
model-1592346426,1592347076.785,0.78,0.1805,0.72,0.2002
model-1592346426,1592347078.162,0.72,0.1826,0.62,0.2268
model-1592346426,1592347079.472,0.64,0.2219,0.66,0.2299
model-1592346426,1592347080.764,0.64,0.2204,0.64,0.2011
model-1592346426,1592347082.098,0.73,0.176,0.63,0.2161
model-1592346426,1592347083.513,0.71,0.1778,0.76,0.1667
model-1592346426,1592347084.838,0.76,0.1633,0.6,0.2144
model-1592346426,1592347086.128,0.75,0.1877,0.68,0.1802
model-1592346426,1592347087.459,0.79,0.1733,0.73,0.1802
model-1592346426,1592347088.795,0.69,0.2083,0.77,0.1692
model-1592346426,1592347090.117,0.69,0.2094,0.73,0.1873
model-1592346426,1592347091.635,0.84,0.1434,0.78,0.1611
model-1592346426,1592347093.087,0.73,0.191,0.79,0.1716
model-1592346426,1592347094.389,0.79,0.1652,0.7,0.187
model-1592346426,1592347095.711,0.83,0.1509,0.74,0.1801
model-1592346426,1592347097.035,0.72,0.1806,0.81,0.1423
model-1592346426,1592347098.396,0.83,0.1438,0.79,0.1812
model-1592346426,1592347099.796,0.74,0.1776,0.69,0.197
model-1592346426,1592347101.135,0.71,0.1879,0.75,0.1766
model-1592346426,1592347102.47,0.75,0.1855,0.76,0.1656
model-1592346426,1592347103.832,0.73,0.1864,0.72,0.1868
model-1592346426,1592347105.114,0.72,0.1648,0.71,0.2045
model-1592346426,1592347106.425,0.79,0.1558,0.73,0.1873
model-1592346426,1592347108.096,0.73,0.185,0.77,0.1584
model-1592346426,1592347109.463,0.78,0.1546,0.68,0.2019
model-1592346426,1592347110.777,0.75,0.1617,0.68,0.2028
model-1592346426,1592347112.127,0.73,0.1785,0.72,0.1844
model-1592346426,1592347113.489,0.73,0.1765,0.74,0.174
model-1592346426,1592347114.808,0.73,0.1825,0.8,0.1498
model-1592346426,1592347116.142,0.73,0.1773,0.77,0.167
model-1592346426,1592347117.417,0.72,0.1779,0.76,0.1431
model-1592346426,1592347118.823,0.77,0.1642,0.75,0.1699
model-1592346426,1592347120.171,0.79,0.1614,0.77,0.154
model-1592346426,1592347121.477,0.75,0.1616,0.76,0.171
model-1592346426,1592347122.959,0.79,0.1236,0.74,0.1682
model-1592346426,1592347124.574,0.74,0.1725,0.81,0.1579
model-1592346426,1592347125.911,0.76,0.1608,0.79,0.1719
model-1592346426,1592347127.282,0.82,0.1265,0.81,0.1463
model-1592346426,1592347128.643,0.75,0.1708,0.71,0.1857
model-1592346426,1592347129.982,0.76,0.1788,0.77,0.1474
model-1592346426,1592347131.269,0.71,0.164,0.71,0.1837
model-1592346426,1592347132.632,0.77,0.1587,0.75,0.1917
model-1592346426,1592347133.928,0.71,0.1796,0.74,0.1765
model-1592346426,1592347135.265,0.78,0.1464,0.76,0.1667
model-1592346426,1592347136.644,0.76,0.1635,0.7,0.1792
model-1592346426,1592347137.981,0.72,0.1882,0.78,0.1436
model-1592346426,1592347139.439,0.79,0.1405,0.8,0.1579
model-1592346426,1592347140.997,0.68,0.202,0.67,0.2087
model-1592346426,1592347142.304,0.78,0.1603,0.69,0.1857
model-1592346426,1592347143.612,0.75,0.1717,0.71,0.1678
model-1592346426,1592347145.027,0.74,0.169,0.77,0.1602
model-1592346426,1592347146.362,0.78,0.1599,0.78,0.1565
model-1592346426,1592347147.636,0.82,0.1417,0.86,0.1304
model-1592346426,1592347148.942,0.69,0.1963,0.72,0.1737
model-1592346426,1592347150.263,0.75,0.1573,0.69,0.1973
model-1592346426,1592347151.631,0.81,0.1405,0.8,0.1547
model-1592346426,1592347153.039,0.76,0.1572,0.76,0.1599
model-1592346426,1592347154.391,0.72,0.1732,0.72,0.1777
model-1592346426,1592347156.021,0.68,0.2068,0.7,0.1802
model-1592346426,1592347157.4,0.75,0.172,0.75,0.1634
model-1592346426,1592347158.749,0.8,0.1484,0.75,0.1642
model-1592346426,1592347160.127,0.78,0.1537,0.75,0.1654
model-1592346426,1592347161.411,0.84,0.1245,0.71,0.1772
model-1592346426,1592347162.722,0.74,0.1648,0.72,0.1928
model-1592346426,1592347164.069,0.74,0.1732,0.69,0.1827
model-1592346426,1592347165.456,0.74,0.1758,0.73,0.1773
model-1592346426,1592347166.792,0.79,0.1419,0.67,0.2281
model-1592346426,1592347168.114,0.78,0.1464,0.69,0.2048
model-1592346426,1592347169.459,0.7,0.2285,0.78,0.1546
model-1592346426,1592347170.896,0.68,0.2027,0.71,0.1849
model-1592346426,1592347172.496,0.8,0.1402,0.81,0.1192
model-1592346426,1592347173.811,0.75,0.1694,0.71,0.1842
model-1592346426,1592347175.115,0.75,0.1632,0.7,0.1948
model-1592346426,1592347176.428,0.77,0.1525,0.7,0.1956
model-1592346426,1592347177.766,0.79,0.147,0.81,0.1479
model-1592346426,1592347179.127,0.74,0.1886,0.72,0.1865
model-1592346426,1592347180.433,0.78,0.1552,0.76,0.1652
model-1592346426,1592347181.755,0.77,0.1523,0.76,0.1541
model-1592346426,1592347183.06,0.8,0.145,0.78,0.1724
model-1592346426,1592347184.424,0.73,0.1742,0.68,0.2028
model-1592346426,1592347185.738,0.72,0.1892,0.73,0.176
model-1592346426,1592347187.179,0.73,0.172,0.68,0.1954
model-1592346426,1592347188.705,0.74,0.1834,0.77,0.1662
model-1592346426,1592347190.095,0.74,0.1753,0.75,0.1612
model-1592346426,1592347191.459,0.82,0.1325,0.73,0.1805
model-1592346426,1592347192.828,0.75,0.1675,0.81,0.1305
model-1592346426,1592347194.132,0.82,0.1278,0.79,0.1721
model-1592346426,1592347195.441,0.8,0.1341,0.73,0.1679
model-1592346426,1592347196.792,0.83,0.1297,0.69,0.193
model-1592346426,1592347198.179,0.74,0.1633,0.64,0.2431
model-1592346426,1592347199.505,0.67,0.2015,0.7,0.2062
model-1592346426,1592347200.833,0.78,0.1659,0.68,0.2163
model-1592346426,1592347202.152,0.73,0.1653,0.69,0.1856
model-1592346426,1592347203.662,0.74,0.1535,0.81,0.1297
model-1592346426,1592347205.128,0.84,0.1497,0.8,0.1434
model-1592346426,1592347206.46,0.74,0.1546,0.68,0.208
model-1592346426,1592347207.816,0.81,0.1458,0.71,0.1852
model-1592346426,1592347209.148,0.73,0.1844,0.74,0.1696
model-1592346426,1592347210.492,0.81,0.1552,0.75,0.1807
model-1592346426,1592347211.833,0.76,0.1603,0.68,0.1904
model-1592346426,1592347213.171,0.74,0.1775,0.7,0.1874
model-1592346426,1592347214.49,0.77,0.1423,0.71,0.1926
model-1592346426,1592347215.818,0.8,0.1526,0.73,0.1699
model-1592346426,1592347217.288,0.8,0.1407,0.62,0.2116
model-1592346426,1592347218.729,0.81,0.1451,0.75,0.1631
model-1592346426,1592347220.538,0.8,0.1327,0.74,0.1764
model-1592346426,1592347221.866,0.71,0.2097,0.68,0.197
model-1592346426,1592347223.234,0.74,0.1788,0.78,0.1554
model-1592346426,1592347224.605,0.77,0.1509,0.71,0.1933
model-1592346426,1592347225.958,0.78,0.1432,0.75,0.1709
model-1592346426,1592347227.29,0.78,0.1374,0.78,0.1678
model-1592346426,1592347228.597,0.87,0.1209,0.73,0.1831
model-1592346426,1592347229.939,0.79,0.1442,0.71,0.1915
model-1592346426,1592347231.267,0.75,0.1591,0.77,0.1588
model-1592346426,1592347232.609,0.82,0.1388,0.83,0.1421
model-1592346426,1592347233.97,0.7,0.1749,0.77,0.1752
model-1592346426,1592347235.496,0.78,0.16,0.72,0.194
model-1592346426,1592347236.983,0.85,0.1114,0.75,0.1658
model-1592346426,1592347238.328,0.74,0.1606,0.73,0.1796
model-1592346426,1592347239.701,0.87,0.1263,0.65,0.2281
model-1592346426,1592347241.08,0.78,0.1398,0.72,0.1996
model-1592346426,1592347242.416,0.8,0.1506,0.76,0.1731
model-1592346426,1592347243.762,0.75,0.1452,0.74,0.1703
model-1592346426,1592347245.126,0.7,0.2006,0.79,0.1297
model-1592346426,1592347246.446,0.69,0.2128,0.75,0.1721
model-1592346426,1592347247.788,0.79,0.1526,0.76,0.1709
model-1592346426,1592347249.162,0.86,0.1178,0.75,0.1809
model-1592346426,1592347250.487,0.74,0.1512,0.77,0.1591
model-1592346426,1592347252.102,0.77,0.159,0.77,0.1551
model-1592346426,1592347253.473,0.76,0.1704,0.7,0.1959
model-1592346426,1592347254.773,0.86,0.1365,0.83,0.1379
model-1592346426,1592347256.157,0.7,0.1903,0.71,0.1766
model-1592346426,1592347257.505,0.78,0.1469,0.78,0.1443
model-1592346426,1592347258.813,0.79,0.1511,0.78,0.1739
model-1592346426,1592347260.135,0.71,0.1926,0.8,0.1507
model-1592346426,1592347261.469,0.82,0.13,0.76,0.1612
model-1592346426,1592347262.861,0.76,0.1809,0.74,0.1683
model-1592346426,1592347264.188,0.7,0.1873,0.78,0.148
model-1592346426,1592347265.478,0.74,0.1653,0.79,0.1329
model-1592346426,1592347266.868,0.82,0.1391,0.76,0.154
model-1592346426,1592347268.512,0.82,0.1228,0.83,0.14
model-1592346426,1592347269.809,0.73,0.1844,0.72,0.1702
model-1592346426,1592347271.092,0.75,0.1715,0.75,0.1759
model-1592346426,1592347272.399,0.75,0.1662,0.75,0.188
model-1592346426,1592347273.707,0.79,0.157,0.73,0.1686
model-1592346426,1592347275.066,0.75,0.179,0.69,0.1994
model-1592346426,1592347276.394,0.69,0.1962,0.74,0.1661
model-1592346426,1592347277.728,0.83,0.1347,0.78,0.1784
model-1592346426,1592347279.112,0.82,0.143,0.73,0.1876
model-1592346426,1592347280.426,0.73,0.1644,0.71,0.1907
model-1592346426,1592347281.745,0.78,0.1656,0.75,0.1633
model-1592346426,1592347283.157,0.84,0.1137,0.73,0.1876
model-1592346426,1592347284.756,0.74,0.1716,0.72,0.1714
model-1592346426,1592347286.08,0.71,0.1769,0.82,0.1542
model-1592346426,1592347287.374,0.77,0.1466,0.8,0.1453
model-1592346426,1592347288.737,0.77,0.151,0.79,0.1611
model-1592346426,1592347290.135,0.83,0.1353,0.77,0.1575
model-1592346426,1592347291.478,0.75,0.1768,0.73,0.188
model-1592346426,1592347292.799,0.78,0.16,0.73,0.1706
model-1592346426,1592347294.145,0.73,0.1788,0.73,0.1948
model-1592346426,1592347295.458,0.85,0.1225,0.77,0.1701
model-1592346426,1592347296.832,0.79,0.1359,0.81,0.1397
model-1592346426,1592347298.126,0.75,0.1739,0.63,0.2185
model-1592346426,1592347299.655,0.64,0.2173,0.71,0.1857
model-1592346426,1592347301.171,0.79,0.1344,0.78,0.1666
model-1592346426,1592347302.515,0.71,0.1757,0.71,0.1908
model-1592346426,1592347303.818,0.75,0.1413,0.77,0.158
model-1592346426,1592347305.221,0.77,0.1567,0.69,0.2137
model-1592346426,1592347306.498,0.77,0.1635,0.75,0.1912
model-1592346426,1592347307.816,0.73,0.1552,0.69,0.1907
model-1592346426,1592347309.13,0.73,0.1746,0.74,0.196
model-1592346426,1592347310.47,0.71,0.1774,0.79,0.1521
model-1592346426,1592347311.83,0.8,0.1495,0.74,0.1802
model-1592346426,1592347313.179,0.74,0.1718,0.81,0.1482
model-1592346426,1592347314.483,0.78,0.1497,0.79,0.1411
model-1592346426,1592347316.115,0.83,0.1472,0.81,0.1467
model-1592346426,1592347317.513,0.76,0.1591,0.78,0.1542
model-1592346426,1592347318.869,0.68,0.2066,0.75,0.1688
model-1592346426,1592347320.215,0.79,0.1515,0.75,0.1869
model-1592346426,1592347321.525,0.79,0.1781,0.75,0.1656
model-1592346426,1592347322.862,0.79,0.1473,0.73,0.1762
model-1592346426,1592347324.225,0.77,0.1484,0.78,0.1519
model-1592346426,1592347325.516,0.74,0.172,0.77,0.1857
model-1592346426,1592347326.833,0.78,0.1578,0.75,0.191
model-1592346426,1592347328.163,0.74,0.1757,0.76,0.1756
model-1592346426,1592347329.514,0.78,0.1613,0.8,0.1601
model-1592346426,1592347330.951,0.66,0.1908,0.73,0.1739
model-1592346426,1592347332.55,0.76,0.1558,0.75,0.1679
model-1592346426,1592347333.97,0.76,0.1726,0.71,0.1799
model-1592346426,1592347335.49,0.81,0.1429,0.81,0.1501
model-1592346426,1592347337.095,0.76,0.1545,0.73,0.1824
model-1592346426,1592347338.68,0.74,0.1704,0.78,0.1584
model-1592346426,1592347340.295,0.79,0.1611,0.74,0.167
model-1592346426,1592347341.661,0.78,0.158,0.75,0.1795
model-1592346426,1592347343.007,0.77,0.1578,0.66,0.2141
model-1592346426,1592347344.34,0.78,0.1602,0.8,0.1334
model-1592346426,1592347345.801,0.84,0.134,0.7,0.1991
model-1592346426,1592347347.253,0.71,0.1817,0.73,0.1694
model-1592346426,1592347348.825,0.75,0.1729,0.73,0.1873
model-1592346426,1592347350.151,0.79,0.1494,0.7,0.1825
model-1592346426,1592347351.5,0.79,0.1572,0.74,0.1926
model-1592346426,1592347352.901,0.75,0.1782,0.79,0.1465
model-1592346426,1592347354.205,0.81,0.1466,0.69,0.2041
model-1592346426,1592347355.524,0.77,0.1734,0.75,0.1684
model-1592346426,1592347356.845,0.81,0.1558,0.81,0.1339
model-1592346426,1592347358.177,0.77,0.1451,0.82,0.1295
model-1592346426,1592347359.504,0.75,0.1703,0.73,0.1732
model-1592346426,1592347360.839,0.78,0.1597,0.71,0.1985
model-1592346426,1592347362.158,0.76,0.1677,0.75,0.1806
model-1592346426,1592347363.702,0.71,0.1905,0.77,0.1533
model-1592346426,1592347365.24,0.81,0.1451,0.81,0.1447
model-1592346426,1592347366.56,0.82,0.1382,0.77,0.1584
model-1592346426,1592347367.899,0.76,0.1548,0.79,0.1505
model-1592346426,1592347369.311,0.74,0.172,0.75,0.1894
model-1592346426,1592347370.681,0.75,0.1701,0.72,0.1772
model-1592346426,1592347371.833,0.79,0.1469,0.69,0.1872
model-1592346426,1592347373.384,0.67,0.2067,0.68,0.1996
model-1592346426,1592347374.818,0.75,0.1752,0.72,0.2088
model-1592346426,1592347376.292,0.66,0.2128,0.67,0.1989
model-1592346426,1592347377.629,0.8,0.133,0.7,0.1934
model-1592346426,1592347379.04,0.79,0.1612,0.73,0.1659
model-1592346426,1592347380.688,0.76,0.1565,0.73,0.1785
model-1592346426,1592347381.977,0.67,0.2265,0.63,0.2213
model-1592346426,1592347383.301,0.77,0.1613,0.79,0.155
model-1592346426,1592347384.589,0.79,0.1316,0.78,0.1651
model-1592346426,1592347385.944,0.78,0.1541,0.73,0.1825
model-1592346426,1592347387.243,0.79,0.1516,0.7,0.1968
model-1592346426,1592347388.538,0.69,0.2118,0.7,0.1898
model-1592346426,1592347389.886,0.66,0.2002,0.69,0.1751
model-1592346426,1592347391.221,0.76,0.1546,0.78,0.1431
model-1592346426,1592347392.626,0.79,0.1569,0.76,0.1693
model-1592346426,1592347393.938,0.82,0.1257,0.75,0.1549
model-1592346426,1592347395.463,0.78,0.1667,0.72,0.1933
model-1592346426,1592347396.99,0.76,0.1602,0.8,0.1334
model-1592346426,1592347398.309,0.71,0.1908,0.8,0.1535
model-1592346426,1592347399.621,0.68,0.2008,0.69,0.1902
model-1592346426,1592347400.985,0.83,0.1246,0.65,0.1884
model-1592346426,1592347402.314,0.74,0.1691,0.71,0.1771
model-1592346426,1592347403.618,0.82,0.1416,0.68,0.2017
model-1592346426,1592347404.982,0.86,0.1291,0.77,0.1621
model-1592346426,1592347406.278,0.71,0.1889,0.73,0.1789
model-1592346426,1592347407.653,0.85,0.1153,0.72,0.1832
model-1592346426,1592347409.002,0.72,0.1683,0.82,0.134
model-1592346426,1592347410.321,0.79,0.1673,0.8,0.1424
model-1592346426,1592347411.86,0.81,0.152,0.75,0.169
model-1592346426,1592347413.357,0.78,0.1647,0.8,0.1323
model-1592346426,1592347414.685,0.77,0.1443,0.79,0.1445
model-1592346426,1592347416.078,0.87,0.118,0.81,0.1348
model-1592346426,1592347417.428,0.78,0.1509,0.73,0.1577
model-1592346426,1592347418.797,0.83,0.137,0.74,0.1701
model-1592346426,1592347420.113,0.85,0.1373,0.77,0.1501
model-1592346426,1592347421.457,0.77,0.1627,0.69,0.1908
model-1592346426,1592347422.798,0.84,0.1308,0.72,0.1768
model-1592346426,1592347424.089,0.78,0.1553,0.72,0.2011
model-1592346426,1592347425.451,0.75,0.1668,0.86,0.1163
model-1592346426,1592347426.831,0.76,0.1548,0.85,0.1154
model-1592346426,1592347428.449,0.79,0.1399,0.79,0.1516
model-1592346426,1592347429.837,0.81,0.1491,0.66,0.2244
model-1592346426,1592347431.173,0.83,0.1447,0.79,0.1585
model-1592346426,1592347432.501,0.85,0.1011,0.73,0.1733
model-1592346426,1592347433.841,0.74,0.1543,0.74,0.1773
model-1592346426,1592347435.144,0.81,0.1287,0.8,0.1357
model-1592346426,1592347436.472,0.89,0.1049,0.82,0.1401
model-1592346426,1592347437.791,0.77,0.1493,0.7,0.1927
model-1592346426,1592347439.11,0.79,0.1672,0.83,0.1489
model-1592346426,1592347440.498,0.82,0.1241,0.76,0.1901
model-1592346426,1592347441.834,0.82,0.1261,0.69,0.2205
model-1592346426,1592347443.413,0.74,0.1608,0.87,0.103
model-1592346426,1592347444.957,0.81,0.1365,0.76,0.166
model-1592346426,1592347446.336,0.79,0.1485,0.74,0.1718
model-1592346426,1592347447.683,0.76,0.1667,0.86,0.1097
model-1592346426,1592347448.987,0.83,0.1232,0.82,0.1278
model-1592346426,1592347450.329,0.68,0.1943,0.73,0.1804
model-1592346426,1592347451.707,0.8,0.1423,0.76,0.1743
model-1592346426,1592347453.052,0.8,0.1374,0.82,0.144
model-1592346426,1592347454.597,0.81,0.1601,0.81,0.1407
model-1592346426,1592347455.986,0.8,0.1428,0.81,0.1525
model-1592346426,1592347457.305,0.87,0.1127,0.74,0.1703
model-1592346426,1592347458.609,0.74,0.1746,0.76,0.1715
model-1592346426,1592347460.227,0.83,0.1392,0.8,0.1276
model-1592346426,1592347461.661,0.84,0.1215,0.79,0.1514
model-1592346426,1592347462.95,0.79,0.1298,0.76,0.1577
model-1592346426,1592347464.27,0.81,0.1411,0.75,0.1719
model-1592346426,1592347465.662,0.76,0.1607,0.74,0.1704
model-1592346426,1592347466.959,0.79,0.1424,0.78,0.1814
model-1592346426,1592347468.268,0.81,0.1377,0.75,0.1738
model-1592346426,1592347469.597,0.79,0.1378,0.73,0.1756
model-1592346426,1592347470.957,0.86,0.1115,0.73,0.1774
model-1592346426,1592347472.294,0.78,0.156,0.76,0.1623
model-1592346426,1592347473.619,0.8,0.1473,0.77,0.1539
model-1592346426,1592347475.076,0.81,0.1475,0.73,0.1991
model-1592346426,1592347476.624,0.83,0.1187,0.74,0.1955
model-1592346426,1592347477.982,0.81,0.1218,0.76,0.1736
model-1592346426,1592347479.296,0.76,0.1828,0.75,0.1812
model-1592346426,1592347480.621,0.74,0.1692,0.74,0.1801
model-1592346426,1592347481.99,0.81,0.1248,0.81,0.144
model-1592346426,1592347483.344,0.82,0.1494,0.82,0.1452
model-1592346426,1592347484.678,0.76,0.1551,0.76,0.1788
model-1592346426,1592347485.972,0.78,0.1367,0.78,0.1701
model-1592346426,1592347487.332,0.83,0.1269,0.76,0.1808
model-1592346426,1592347488.696,0.78,0.1717,0.77,0.1422
model-1592346426,1592347490.006,0.82,0.1415,0.77,0.1763
model-1592346426,1592347491.442,0.82,0.1322,0.78,0.1671
model-1592346426,1592347492.987,0.79,0.1426,0.66,0.2046
model-1592346426,1592347494.406,0.79,0.1548,0.75,0.1768
model-1592346426,1592347495.793,0.75,0.1853,0.76,0.1587
model-1592346426,1592347497.15,0.74,0.1546,0.79,0.1517
model-1592346426,1592347498.423,0.78,0.1544,0.78,0.1615
model-1592346426,1592347499.719,0.78,0.1516,0.76,0.1678
model-1592346426,1592347501.02,0.86,0.1147,0.81,0.1411
model-1592346426,1592347502.396,0.82,0.1304,0.73,0.1782
model-1592346426,1592347503.864,0.86,0.107,0.78,0.156
model-1592346426,1592347505.293,0.82,0.118,0.73,0.1658
model-1592346426,1592347506.709,0.87,0.1035,0.74,0.1843
model-1592346426,1592347508.349,0.79,0.1483,0.67,0.2189
model-1592346426,1592347509.776,0.7,0.1966,0.7,0.2128
model-1592346426,1592347511.117,0.84,0.1554,0.79,0.1445
model-1592346426,1592347512.452,0.78,0.1494,0.77,0.1675
model-1592346426,1592347513.805,0.8,0.1324,0.79,0.1573
model-1592346426,1592347515.128,0.81,0.1295,0.78,0.1511
model-1592346426,1592347516.462,0.75,0.1486,0.64,0.2222
model-1592346426,1592347517.791,0.78,0.158,0.73,0.1714
model-1592346426,1592347519.145,0.77,0.1587,0.69,0.1916
model-1592346426,1592347520.453,0.8,0.1411,0.65,0.2198
model-1592346426,1592347521.78,0.75,0.1575,0.81,0.1391
model-1592346426,1592347523.28,0.77,0.1684,0.73,0.1852
model-1592346426,1592347524.912,0.81,0.1167,0.67,0.1772
model-1592346426,1592347526.218,0.82,0.1383,0.69,0.1797
model-1592346426,1592347527.544,0.8,0.1377,0.76,0.1654
model-1592346426,1592347528.903,0.79,0.1405,0.83,0.1463
model-1592346426,1592347530.22,0.85,0.1067,0.79,0.1847
model-1592346426,1592347531.541,0.75,0.1802,0.88,0.1076
model-1592346426,1592347532.877,0.73,0.163,0.79,0.1792
model-1592346426,1592347534.29,0.83,0.1194,0.8,0.1314
model-1592346426,1592347535.619,0.84,0.1282,0.72,0.1763
model-1592346426,1592347536.979,0.82,0.1272,0.69,0.2023
model-1592346426,1592347538.371,0.89,0.1045,0.73,0.164
model-1592346426,1592347539.947,0.83,0.1222,0.84,0.1237
model-1592346426,1592347541.363,0.79,0.1474,0.74,0.1724
model-1592346426,1592347542.727,0.84,0.1141,0.72,0.1906
model-1592346426,1592347544.091,0.76,0.1516,0.71,0.1888
model-1592346426,1592347545.413,0.79,0.1397,0.81,0.1619
model-1592346426,1592347546.736,0.88,0.0876,0.69,0.1954
model-1592346426,1592347548.062,0.77,0.1548,0.69,0.1851
model-1592346426,1592347549.415,0.89,0.1035,0.78,0.1417
model-1592346426,1592347550.775,0.84,0.1135,0.78,0.1664
model-1592346426,1592347552.15,0.83,0.1315,0.77,0.1685
model-1592346426,1592347553.497,0.83,0.1148,0.76,0.1695
model-1592346426,1592347554.898,0.72,0.1866,0.73,0.1894
model-1592346426,1592347556.523,0.72,0.1957,0.75,0.1863
model-1592346426,1592347557.864,0.81,0.1409,0.76,0.1793
model-1592346426,1592347559.146,0.88,0.1005,0.69,0.1947
model-1592346426,1592347560.562,0.78,0.1433,0.84,0.1252
model-1592346426,1592347561.897,0.8,0.1473,0.77,0.153
model-1592346426,1592347563.215,0.76,0.1572,0.78,0.1622
model-1592346426,1592347564.544,0.86,0.1153,0.76,0.166
model-1592346426,1592347565.893,0.71,0.1694,0.8,0.1395
model-1592346426,1592347567.258,0.79,0.14,0.79,0.1447
model-1592346426,1592347568.6,0.84,0.1242,0.8,0.1362
model-1592346426,1592347569.902,0.77,0.1562,0.72,0.1764
model-1592346426,1592347571.413,0.84,0.1194,0.76,0.1582
model-1592346426,1592347572.918,0.78,0.1528,0.74,0.1743
model-1592346426,1592347574.259,0.77,0.1597,0.8,0.1553
model-1592346426,1592347575.591,0.84,0.128,0.84,0.1305
model-1592346426,1592347576.893,0.84,0.125,0.72,0.1915
model-1592346426,1592347578.21,0.86,0.1032,0.81,0.1425
model-1592346426,1592347579.615,0.76,0.1738,0.73,0.166
model-1592346426,1592347580.965,0.81,0.1531,0.76,0.1457
model-1592346426,1592347582.289,0.79,0.1482,0.74,0.1707
model-1592346426,1592347583.662,0.79,0.1432,0.8,0.1526
model-1592346426,1592347585.068,0.8,0.1557,0.74,0.1653
model-1592346426,1592347586.389,0.75,0.1725,0.79,0.1442
model-1592346426,1592347587.968,0.85,0.1121,0.67,0.2168
model-1592346426,1592347589.451,0.85,0.1127,0.77,0.1615
model-1592346426,1592347590.76,0.78,0.1512,0.74,0.1597
model-1592346426,1592347592.12,0.77,0.1599,0.83,0.1228
model-1592346426,1592347593.472,0.9,0.0939,0.72,0.17
model-1592346426,1592347594.86,0.77,0.1537,0.73,0.1664
model-1592346426,1592347596.167,0.79,0.1484,0.8,0.1399
model-1592346426,1592347597.51,0.84,0.1213,0.74,0.1731
model-1592346426,1592347598.884,0.77,0.139,0.76,0.1611
model-1592346426,1592347600.194,0.85,0.1139,0.74,0.1708
model-1592346426,1592347601.543,0.76,0.1617,0.73,0.1732
model-1592346426,1592347602.971,0.84,0.1343,0.82,0.126
model-1592346426,1592347604.549,0.77,0.165,0.74,0.1761
model-1592346426,1592347605.846,0.85,0.1114,0.72,0.1867
model-1592346426,1592347607.185,0.83,0.1158,0.8,0.1596
model-1592346426,1592347608.529,0.79,0.1511,0.68,0.1938
model-1592346426,1592347609.887,0.7,0.1938,0.73,0.1946
model-1592346426,1592347611.242,0.81,0.1239,0.72,0.1812
model-1592346426,1592347612.578,0.8,0.1426,0.75,0.1652
model-1592346426,1592347613.985,0.84,0.113,0.76,0.1756
model-1592346426,1592347615.305,0.8,0.1357,0.73,0.1652
model-1592346426,1592347616.671,0.76,0.1463,0.78,0.1566
model-1592346426,1592347618.015,0.85,0.1219,0.71,0.1833
model-1592346426,1592347619.461,0.74,0.1698,0.73,0.1631
model-1592346426,1592347621.028,0.75,0.1564,0.8,0.1315
model-1592346426,1592347622.327,0.81,0.1361,0.79,0.1698
model-1592346426,1592347623.725,0.75,0.1605,0.82,0.131
model-1592346426,1592347625.077,0.83,0.1213,0.74,0.1885
model-1592346426,1592347626.468,0.84,0.1252,0.78,0.1664
model-1592346426,1592347627.755,0.78,0.1463,0.76,0.1629
model-1592346426,1592347629.107,0.75,0.1856,0.71,0.204
model-1592346426,1592347630.436,0.8,0.1441,0.7,0.1895
model-1592346426,1592347632.562,0.81,0.1675,0.75,0.1762
model-1592346426,1592347634.403,0.8,0.1327,0.8,0.1406
model-1592346426,1592347636.009,0.76,0.1459,0.76,0.1588
model-1592346426,1592347637.434,0.76,0.1559,0.7,0.1945
model-1592346426,1592347638.771,0.82,0.1422,0.77,0.1697
model-1592346426,1592347640.057,0.78,0.1641,0.73,0.1976
model-1592346426,1592347641.452,0.78,0.1688,0.7,0.207
model-1592346426,1592347642.797,0.8,0.1634,0.69,0.1863
model-1592346426,1592347644.171,0.78,0.1453,0.68,0.2143
model-1592346426,1592347645.54,0.76,0.1609,0.74,0.1829
model-1592346426,1592347646.88,0.83,0.1342,0.69,0.1793
model-1592346426,1592347648.171,0.8,0.1386,0.82,0.1513
model-1592346426,1592347649.525,0.75,0.1616,0.78,0.1514
model-1592346426,1592347650.995,0.83,0.1324,0.72,0.1895
model-1592346426,1592347652.565,0.76,0.163,0.75,0.1627
model-1592346426,1592347653.869,0.77,0.1449,0.72,0.1803
model-1592346426,1592347655.275,0.77,0.1465,0.7,0.2006
